scorer,DLC_resnet50_WASPNov22shuffle1_95500,DLC_resnet50_WASPNov22shuffle1_95500,DLC_resnet50_WASPNov22shuffle1_95500,DLC_resnet50_WASPNov22shuffle1_95500,DLC_resnet50_WASPNov22shuffle1_95500,DLC_resnet50_WASPNov22shuffle1_95500
bodyparts,head,head,head,stinger,stinger,stinger
coords,x,y,likelihood,x,y,likelihood
167,1073.103759765625,435.75689697265625,0.5482645630836487,1058.5023193359375,438.4747009277344,0.792152464389801
168,1072.4862060546875,436.235595703125,0.2635978162288666,1057.3974609375,438.7958679199219,0.6331045031547546
169,1072.7843017578125,436.3302001953125,0.18500308692455292,1057.7752685546875,439.0841064453125,0.612075924873352
170,1072.891357421875,436.5340576171875,0.6240948438644409,1057.691650390625,440.43890380859375,0.9276695251464844
171,1072.70068359375,436.763671875,0.5289265513420105,1058.024169921875,440.49676513671875,0.9114861488342285
172,1072.96630859375,435.1829833984375,0.6343265175819397,1058.287109375,440.738525390625,0.9369947910308838
173,1072.63427734375,437.083984375,0.5036149024963379,1058.313720703125,441.07342529296875,0.9226399660110474
174,1072.6712646484375,437.06201171875,0.5377476811408997,1058.453125,441.4743957519531,0.9217941761016846
175,1072.86572265625,436.8728942871094,0.710240364074707,1058.4620361328125,441.529052734375,0.9541988372802734
176,1072.7435302734375,435.4772033691406,0.7647289037704468,1058.171142578125,441.739013671875,0.9586763381958008
177,1072.8031005859375,435.4748229980469,0.7841647267341614,1058.38916015625,441.7301025390625,0.9618314504623413
178,1072.949462890625,435.50323486328125,0.8273220658302307,1058.3656005859375,441.7117919921875,0.966866672039032
179,1073.1007080078125,435.55322265625,0.8957536816596985,1058.9578857421875,441.2055969238281,0.9731217622756958
180,1073.1900634765625,435.7715759277344,0.9100726246833801,1058.9471435546875,441.0310974121094,0.9718623757362366
181,1073.4818115234375,435.791015625,0.9684569835662842,1058.9610595703125,441.1010437011719,0.9827259182929993
182,1073.3582763671875,435.78302001953125,0.9577464461326599,1058.7432861328125,441.12158203125,0.982037365436554
183,1073.4222412109375,435.5971984863281,0.9477744698524475,1058.909423828125,440.90557861328125,0.9786044955253601
184,1073.5711669921875,435.3901062011719,0.8888384699821472,1058.8804931640625,440.9884948730469,0.9612335562705994
185,1073.6083984375,435.3521728515625,0.8696838617324829,1058.778076171875,440.88714599609375,0.9557716846466064
186,1073.6240234375,435.3084411621094,0.7918397188186646,1058.5635986328125,440.9589538574219,0.934929609298706
187,1073.566650390625,435.2221374511719,0.8806102275848389,1058.62548828125,441.04864501953125,0.9551644921302795
188,1073.559814453125,435.19952392578125,0.8372067213058472,1058.3387451171875,441.0148010253906,0.9500635862350464
189,1073.0511474609375,435.3293151855469,0.8528505563735962,1057.9051513671875,441.0541687011719,0.9564135074615479
190,1072.9246826171875,435.3047180175781,0.8756765127182007,1057.0306396484375,440.54644775390625,0.9564788937568665
191,1072.9886474609375,436.3167724609375,0.9453182816505432,1056.6341552734375,440.12249755859375,0.9646474719047546
192,1071.97705078125,436.34454345703125,0.9852578043937683,1056.119873046875,440.11199951171875,0.9776092767715454
193,1071.8717041015625,436.44659423828125,0.991111159324646,1056.0694580078125,440.3264465332031,0.9796656370162964
194,1071.32666015625,436.6965026855469,0.9799907207489014,1055.8006591796875,440.3663635253906,0.9634049534797668
195,1071.6270751953125,436.6341247558594,0.9883354902267456,1055.9224853515625,440.5223388671875,0.975450873374939
196,1071.6517333984375,436.51788330078125,0.9901286959648132,1055.868408203125,440.5575256347656,0.9763205051422119
197,1071.669677734375,436.3940124511719,0.9921712279319763,1056.15869140625,440.4168395996094,0.97994065284729
198,1071.7430419921875,436.19219970703125,0.9942499399185181,1056.0665283203125,440.4233093261719,0.9856227040290833
199,1071.537353515625,436.211669921875,0.9954025149345398,1055.974853515625,440.4339294433594,0.987743079662323
200,1071.36865234375,436.25244140625,0.995011568069458,1055.9833984375,440.4335021972656,0.9860542416572571
201,1071.11572265625,436.1336364746094,0.9917455315589905,1055.58984375,440.5332946777344,0.9781759977340698
202,1070.9586181640625,436.1613464355469,0.9963228106498718,1055.7764892578125,440.5997314453125,0.9871318340301514
203,1071.5672607421875,435.8264465332031,0.9978690147399902,1055.3409423828125,440.5075378417969,0.9892020225524902
204,1069.786376953125,437.5237121582031,0.989369809627533,1054.674560546875,440.7281188964844,0.9510596990585327
205,1070.2386474609375,437.0295715332031,0.9976224899291992,1054.088134765625,441.0099182128906,0.977286159992218
206,1069.5950927734375,438.0084228515625,0.9940115213394165,1052.0689697265625,442.124267578125,0.9696698784828186
207,1069.0194091796875,438.29962158203125,0.9930779933929443,1051.005615234375,443.2893371582031,0.9651072025299072
208,1068.7379150390625,438.4140319824219,0.9921839833259583,1050.7972412109375,443.5070495605469,0.9553387761116028
209,1068.320068359375,438.535888671875,0.9937719702720642,1049.241943359375,443.7483825683594,0.9784684777259827
210,1068.263916015625,438.7225036621094,0.9915948510169983,1049.2432861328125,443.7724914550781,0.9701945781707764
211,1068.522705078125,438.3008728027344,0.9966000914573669,1049.257080078125,443.6600646972656,0.9823707342147827
212,1067.967529296875,438.6245422363281,0.9935880303382874,1048.9791259765625,443.74945068359375,0.9836665987968445
213,1068.0570068359375,438.5876159667969,0.9935990571975708,1049.107177734375,443.81268310546875,0.98359215259552
214,1067.947265625,438.383056640625,0.9959325790405273,1049.183349609375,443.8384094238281,0.9870057106018066
215,1067.911865234375,438.3943176269531,0.9956589937210083,1049.2213134765625,443.8768005371094,0.9840953350067139
216,1067.5809326171875,437.7594909667969,0.9983487725257874,1049.45947265625,443.6322021484375,0.9858695864677429
217,1067.747802734375,437.9650573730469,0.9978637099266052,1049.3271484375,443.6864013671875,0.9853335618972778
218,1067.961669921875,437.7380065917969,0.9985494017601013,1049.4725341796875,443.6160583496094,0.9862743020057678
219,1067.9364013671875,437.7599182128906,0.9986483454704285,1049.525390625,443.562255859375,0.986368715763092
220,1067.99072265625,437.7190856933594,0.9988797307014465,1049.6737060546875,443.42645263671875,0.9853681921958923
221,1067.9488525390625,437.806640625,0.9986836910247803,1049.62353515625,443.2593688964844,0.981890082359314
222,1068.004150390625,437.7314758300781,0.9990100860595703,1049.542236328125,443.3399658203125,0.9829039573669434
223,1067.51708984375,437.4466247558594,0.9992247819900513,1048.556884765625,443.9110107421875,0.9939056038856506
224,1066.883056640625,437.0813903808594,0.9994602203369141,1047.9493408203125,443.89013671875,0.9960349202156067
225,1066.3427734375,436.7572937011719,0.9994296431541443,1047.660400390625,443.791259765625,0.9967495203018188
226,1066.015625,436.7140197753906,0.9994308948516846,1047.3336181640625,443.66064453125,0.9972206354141235
227,1065.8038330078125,436.64593505859375,0.9994187951087952,1047.0633544921875,443.8892822265625,0.997723400592804
228,1065.8426513671875,436.9771728515625,0.9987205862998962,1047.3670654296875,443.86578369140625,0.9964364171028137
229,1065.7137451171875,437.08392333984375,0.9988171458244324,1047.42138671875,443.7090759277344,0.9963135719299316
230,1065.7216796875,437.1669616699219,0.9988884329795837,1047.386962890625,443.77923583984375,0.9964677095413208
231,1065.7972412109375,437.27972412109375,0.9987179636955261,1047.2779541015625,443.8148193359375,0.996477484703064
232,1065.7451171875,437.3053283691406,0.9987898468971252,1047.4478759765625,443.7869567871094,0.9964357614517212
233,1065.707275390625,437.0863037109375,0.9990109205245972,1047.4210205078125,443.8328857421875,0.9968202114105225
234,1065.2027587890625,437.5221862792969,0.998485803604126,1047.2313232421875,444.0031433105469,0.9967232942581177
235,1065.5362548828125,437.2608947753906,0.998847246170044,1047.3885498046875,444.060546875,0.9967654347419739
236,1065.5233154296875,437.0998840332031,0.9989389181137085,1047.2855224609375,444.1070251464844,0.9974786639213562
237,1065.725830078125,437.2508850097656,0.999056875705719,1047.237060546875,444.2228698730469,0.997612714767456
238,1065.93505859375,437.2138366699219,0.9993448853492737,1047.168212890625,444.3762512207031,0.9974484443664551
239,1065.993896484375,437.43756103515625,0.9991145133972168,1047.4708251953125,444.17340087890625,0.9965411424636841
240,1065.429931640625,437.1496887207031,0.9991224408149719,1047.322509765625,444.3346252441406,0.9972785115242004
241,1065.2821044921875,437.2597961425781,0.9990407824516296,1047.34716796875,444.2365417480469,0.9973730444908142
242,1065.457275390625,437.1315002441406,0.9992035627365112,1047.62744140625,444.3633728027344,0.9974361658096313
243,1064.8529052734375,437.2779235839844,0.999183714389801,1047.544677734375,444.76708984375,0.9979655742645264
244,1064.80126953125,437.6929626464844,0.9987263679504395,1047.7713623046875,445.30792236328125,0.996816098690033
245,1063.9461669921875,438.2669982910156,0.9985443353652954,1047.3343505859375,445.67578125,0.9965951442718506
246,1062.867431640625,438.8036193847656,0.9982349276542664,1047.11865234375,445.95318603515625,0.9951809644699097
247,1062.2567138671875,439.0432434082031,0.9987488985061646,1045.6033935546875,446.0810241699219,0.9977606534957886
248,1060.948486328125,439.60614013671875,0.998497724533081,1044.4033203125,446.503173828125,0.9984492659568787
249,1060.4951171875,440.0827941894531,0.9985966682434082,1043.7618408203125,446.9569396972656,0.9988871812820435
250,1060.0999755859375,440.11041259765625,0.9983779191970825,1043.828125,447.1282043457031,0.998765766620636
251,1060.0726318359375,440.249755859375,0.9984922409057617,1043.84814453125,446.957275390625,0.9988620281219482
252,1061.26904296875,440.1809997558594,0.997979998588562,1043.646240234375,447.49346923828125,0.9985648393630981
253,1061.1033935546875,440.38330078125,0.9979327321052551,1043.67431640625,447.46954345703125,0.9984553456306458
254,1061.0516357421875,440.4934997558594,0.9978928565979004,1043.7928466796875,447.2674560546875,0.9984611868858337
255,1061.1375732421875,440.4985656738281,0.9979752898216248,1043.6903076171875,447.2377014160156,0.9985637068748474
